iter	Passed	Remaining
1670	24821	4887
1671	24835	4872
1672	24848	4856
1673	24860	4841
1674	24873	4826
1675	24889	4811
1676	24905	4797
1677	24919	4781
1678	24936	4767
1679	24952	4752
1680	24964	4737
1681	24978	4722
1682	24993	4707
1683	25010	4693
1684	25024	4678
1685	25038	4663
1686	25055	4648
1687	25068	4633
1688	25081	4618
1689	25098	4603
1690	25113	4589
1691	25130	4574
1692	25146	4559
1693	25159	4544
1694	25172	4529
1695	25185	4514
1696	25201	4499
1697	25218	4485
1698	25236	4470
1699	25249	4455
1700	25262	4440
1701	25276	4425
1702	25290	4410
1703	25305	4395
1704	25322	4381
1705	25334	4365
1706	25347	4350
1707	25360	4335
1708	25373	4320
1709	25386	4305
1710	25402	4290
1711	25417	4275
1712	25430	4260
1713	25447	4246
1714	25463	4231
1715	25475	4216
1716	25490	4201
1717	25507	4186
1718	25521	4171
1719	25537	4157
1720	25553	4142
1721	25566	4127
1722	25579	4112
1723	25591	4097
1724	25609	4082
1725	25623	4067
1726	25638	4052
1727	25655	4038
1728	25667	4023
1729	25680	4008
1730	25697	3993
1731	25714	3978
1732	25728	3963
1733	25745	3949
1734	25759	3934
1735	25773	3919
1736	25784	3904
1737	25801	3889
1738	25817	3874
1739	25829	3859
1740	25848	3845
1741	25862	3830
1742	25876	3815
1743	25889	3800
1744	25903	3785
1745	25921	3770
1746	25935	3755
1747	25952	3741
1748	25967	3726
1749	25981	3711
1750	25996	3696
1751	26013	3682
1752	26026	3667
1753	26042	3652
1754	26056	3637
1755	26070	3622
1756	26083	3607
1757	26097	3592
1758	26116	3578
1759	26130	3563
1760	26146	3548
1761	26162	3533
1762	26173	3518
1763	26187	3503
1764	26205	3489
1765	26219	3474
1766	26235	3459
1767	26251	3444
1768	26265	3429
1769	26280	3414
1770	26293	3399
1771	26310	3385
1772	26327	3370
1773	26341	3355
1774	26358	3341
1775	26370	3326
1776	26384	3311
1777	26397	3295
1778	26413	3281
1779	26425	3266
1780	26441	3251
1781	26456	3236
1782	26470	3221
1783	26483	3206
1784	26495	3191
1785	26513	3176
1786	26528	3162
1787	26545	3147
1788	26562	3132
1789	26577	3117
1790	26594	3103
1791	26608	3088
1792	26623	3073
1793	26639	3058
1794	26654	3044
1795	26672	3029
1796	26686	3014
1797	26700	2999
1798	26716	2984
1799	26732	2970
1800	26745	2955
1801	26762	2940
1802	26776	2925
1803	26789	2910
1804	26802	2895
1805	26817	2880
1806	26834	2866
1807	26846	2850
1808	26861	2836
1809	26877	2821
1810	26890	2806
1811	26904	2791
1812	26919	2776
1813	26934	2761
1814	26949	2746
1815	26966	2732
1816	26980	2717
1817	26994	2702
1818	27008	2687
1819	27023	2672
1820	27039	2657
1821	27053	2642
1822	27069	2628
1823	27085	2613
1824	27100	2598
1825	27117	2584
1826	27132	2569
1827	27148	2554
1828	27165	2539
1829	27179	2524
1830	27191	2509
1831	27205	2494
1832	27217	2479
1833	27235	2465
1834	27250	2450
1835	27265	2435
1836	27281	2420
1837	27294	2405
1838	27309	2390
1839	27326	2376
1840	27341	2361
1841	27358	2346
1842	27374	2331
1843	27388	2317
1844	27401	2302
1845	27414	2287
1846	27430	2272
1847	27446	2257
1848	27461	2242
1849	27474	2227
1850	27488	2212
1851	27501	2197
1852	27514	2182
1853	27528	2167
1854	27543	2153
1855	27561	2138
1856	27575	2123
1857	27592	2108
1858	27606	2093
1859	27619	2078
1860	27635	2064
1861	27652	2049
1862	27666	2034
1863	27683	2019
1864	27699	2005
1865	27712	1990
1866	27728	1975
1867	27742	1960
1868	27758	1945
1869	27776	1930
1870	27790	1916
1871	27803	1901
1872	27817	1886
1873	27832	1871
1874	27849	1856
1875	27861	1841
1876	27878	1826
1877	27893	1812
1878	27908	1797
1879	27923	1782
1880	27941	1767
1881	27954	1752
1882	27966	1737
1883	27980	1722
1884	27994	1707
1885	28008	1692
1886	28022	1678
1887	28035	1663
1888	28048	1648
1889	28061	1633
1890	28074	1618
1891	28088	1603
1892	28106	1588
1893	28120	1573
1894	28136	1559
1895	28152	1544
1896	28169	1529
1897	28187	1514
1898	28205	1500
1899	28217	1485
1900	28231	1470
1901	28245	1455
1902	28261	1440
1903	28275	1425
1904	28289	1410
1905	28307	1396
1906	28322	1381
1907	28334	1366
1908	28347	1351
1909	28361	1336
1910	28378	1321
1911	28392	1306
1912	28405	1291
1913	28421	1277
1914	28437	1262
1915	28453	1247
1916	28471	1232
1917	28486	1217
1918	28501	1203
1919	28517	1188
1920	28532	1173
1921	28546	1158
1922	28560	1143
1923	28572	1128
1924	28589	1113
1925	28604	1099
1926	28619	1084
1927	28635	1069
1928	28649	1054
1929	28666	1039
1930	28682	1024
1931	28696	1010
1932	28713	995
1933	28727	980
1934	28740	965
1935	28752	950
1936	28768	935
1937	28784	920
1938	28799	906
1939	28815	891
1940	28830	876
1941	28843	861
1942	28859	846
1943	28875	831
1944	28888	816
1945	28906	802
1946	28921	787
1947	28934	772
1948	28945	757
1949	28959	742
1950	28975	727
1951	28989	712
1952	29004	698
1953	29017	683
1954	29029	668
1955	29042	653
1956	29057	638
1957	29074	623
1958	29088	608
1959	29105	593
1960	29120	579
1961	29134	564
1962	29148	549
1963	29160	534
1964	29177	519
1965	29194	504
1966	29209	490
1967	29223	475
1968	29235	460
1969	29250	445
1970	29267	430
1971	29282	415
1972	29297	400
1973	29315	386
1974	29328	371
1975	29340	356
1976	29353	341
1977	29367	326
1978	29384	311
1979	29397	296
1980	29413	282
1981	29425	267
1982	29439	252
1983	29452	237
1984	29467	222
1985	29480	207
1986	29498	192
1987	29513	178
1988	29527	163
1989	29545	148
1990	29559	133
1991	29573	118
1992	29585	103
1993	29598	89
1994	29615	74
1995	29629	59
1996	29646	44
1997	29662	29
1998	29676	14
1999	29692	0
