iter	Passed	Remaining
160	2505	28623
161	2518	28575
162	2535	28571
163	2550	28558
164	2565	28526
165	2580	28507
166	2597	28507
167	2610	28470
168	2627	28463
169	2643	28455
170	2659	28444
171	2675	28429
172	2688	28388
173	2705	28396
174	2722	28388
175	2736	28354
176	2751	28339
177	2768	28335
178	2780	28287
179	2798	28296
180	2813	28277
181	2826	28236
182	2839	28190
183	2854	28172
184	2871	28171
185	2886	28148
186	2904	28164
187	2918	28133
188	2932	28101
189	2948	28086
190	2964	28079
191	2979	28056
192	2997	28063
193	3012	28044
194	3026	28009
195	3040	27987
196	3055	27968
197	3072	27962
198	3084	27914
199	3098	27888
200	3112	27860
201	3126	27829
202	3139	27791
203	3153	27762
204	3166	27726
205	3183	27726
206	3199	27715
207	3215	27701
208	3230	27684
209	3242	27637
210	3260	27641
211	3277	27638
212	3292	27622
213	3304	27579
214	3318	27549
215	3330	27507
216	3344	27478
217	3358	27452
218	3375	27452
219	3388	27419
220	3405	27417
221	3422	27409
222	3435	27373
223	3451	27369
224	3469	27370
225	3485	27358
226	3501	27349
227	3514	27314
228	3527	27281
229	3540	27244
230	3555	27225
231	3572	27224
232	3585	27194
233	3603	27193
234	3618	27177
235	3632	27149
236	3646	27122
237	3664	27126
238	3680	27121
239	3695	27100
240	3711	27091
241	3727	27077
242	3741	27052
243	3756	27031
244	3769	27000
245	3782	26969
246	3798	26958
247	3814	26945
248	3827	26916
249	3841	26892
250	3856	26875
251	3874	26875
252	3888	26853
253	3904	26841
254	3921	26832
255	3936	26814
256	3950	26790
257	3968	26794
258	3981	26765
259	3998	26761
260	4015	26757
261	4030	26734
262	4044	26714
263	4059	26692
264	4078	26701
265	4090	26664
266	4107	26663
267	4122	26645
268	4137	26621
269	4151	26600
270	4167	26589
271	4182	26569
272	4195	26540
273	4212	26538
274	4228	26522
275	4239	26484
276	4253	26455
277	4266	26426
278	4278	26393
279	4291	26362
280	4304	26334
281	4318	26309
282	4332	26286
283	4346	26263
284	4360	26240
285	4376	26227
286	4392	26214
287	4406	26194
288	4424	26193
289	4439	26176
290	4452	26146
291	4468	26140
292	4484	26128
293	4499	26108
294	4517	26109
295	4531	26085
296	4545	26061
297	4559	26043
298	4576	26034
299	4590	26011
300	4603	25982
301	4617	25960
302	4630	25935
303	4643	25908
304	4657	25882
305	4671	25860
306	4687	25847
307	4703	25840
308	4718	25824
309	4736	25819
310	4753	25815
311	4768	25798
312	4782	25775
313	4798	25763
314	4814	25753
315	4828	25730
316	4840	25698
317	4854	25678
318	4871	25668
319	4885	25646
320	4902	25641
321	4918	25629
322	4930	25600
323	4944	25578
324	4957	25547
325	4974	25544
326	4988	25523
327	5005	25514
328	5021	25505
329	5036	25486
330	5050	25466
331	5062	25435
332	5080	25432
333	5095	25418
334	5111	25404
335	5128	25396
336	5140	25369
337	5154	25343
338	5170	25334
339	5187	25327
340	5201	25308
341	5217	25296
342	5234	25287
343	5248	25264
344	5261	25240
345	5278	25233
346	5295	25223
347	5312	25219
348	5328	25207
349	5342	25186
350	5356	25164
351	5374	25160
352	5387	25137
353	5402	25121
354	5419	25111
355	5430	25080
356	5444	25054
357	5456	25027
358	5472	25013
359	5488	25002
360	5502	24980
361	5519	24975
362	5535	24961
363	5549	24942
364	5565	24931
365	5580	24914
366	5595	24896
367	5613	24893
368	5626	24869
369	5639	24844
370	5653	24822
371	5667	24803
372	5680	24777
373	5693	24754
374	5707	24731
375	5725	24727
376	5738	24706
377	5751	24681
378	5766	24665
379	5785	24663
380	5800	24650
381	5813	24625
382	5831	24620
383	5847	24607
384	5860	24583
385	5875	24567
386	5894	24566
387	5908	24549
388	5922	24527
389	5936	24506
390	5951	24490
391	5965	24471
392	5978	24445
393	5991	24421
394	6008	24415
395	6024	24401
396	6037	24377
397	6050	24353
398	6065	24336
399	6079	24317
400	6092	24293
401	6109	24285
402	6125	24274
403	6140	24258
404	6154	24236
405	6171	24231
406	6187	24216
407	6202	24202
408	6218	24190
409	6234	24178
410	6251	24170
411	6266	24153
412	6280	24131
413	6293	24110
414	6307	24089
415	6320	24067
416	6334	24046
417	6348	24025
418	6362	24007
419	6380	24002
420	6396	23992
421	6410	23969
422	6423	23946
423	6436	23926
424	6450	23906
425	6464	23886
426	6477	23863
427	6491	23842
428	6506	23825
429	6519	23802
430	6536	23794
431	6551	23778
432	6566	23765
433	6583	23755
434	6596	23733
435	6609	23707
436	6622	23686
437	6639	23677
438	6655	23666
439	6669	23647
440	6687	23642
441	6701	23621
442	6719	23616
443	6735	23604
444	6750	23587
445	6766	23577
446	6783	23568
447	6795	23541
448	6812	23531
449	6826	23514
450	6841	23496
451	6854	23473
452	6870	23462
453	6887	23453
454	6900	23431
455	6919	23428
456	6934	23412
457	6946	23389
458	6961	23370
459	6977	23359
460	6993	23346
461	7007	23328
462	7024	23320
463	7040	23306
464	7054	23288
465	7069	23273
466	7085	23260
467	7099	23240
468	7117	23234
469	7131	23214
470	7145	23195
471	7158	23172
472	7170	23147
473	7184	23128
474	7197	23108
475	7211	23087
476	7227	23075
477	7244	23066
478	7257	23045
479	7271	23027
480	7288	23018
481	7304	23003
482	7319	22988
483	7335	22977
484	7349	22957
485	7362	22937
486	7380	22930
487	7395	22913
488	7412	22903
489	7428	22891
490	7442	22872
491	7455	22852
492	7469	22833
493	7487	22826
494	7502	22811
495	7517	22795
496	7535	22787
497	7549	22769
498	7562	22749
499	7577	22733
500	7595	22726
501	7610	22708
502	7624	22692
503	7641	22681
504	7653	22657
505	7667	22637
506	7680	22618
507	7695	22602
508	7712	22592
509	7726	22572
510	7744	22566
511	7758	22547
512	7772	22528
513	7789	22519
514	7803	22500
515	7820	22491
516	7834	22474
517	7847	22452
518	7861	22432
519	7874	22412
520	7887	22389
521	7903	22376
522	7917	22360
523	7931	22342
524	7949	22333
525	7962	22313
526	7978	22299
527	7995	22289
528	8011	22277
529	8029	22269
530	8042	22250
531	8056	22230
532	8070	22214
533	8087	22203
534	8103	22190
535	8119	22178
536	8137	22169
537	8150	22149
538	8164	22131
539	8182	22121
540	8197	22108
541	8212	22093
542	8228	22077
543	8242	22061
544	8254	22037
545	8267	22017
546	8281	21997
547	8294	21976
548	8309	21961
549	8327	21953
550	8342	21937
551	8355	21917
552	8369	21898
553	8383	21880
554	8400	21872
555	8413	21851
556	8427	21832
557	8443	21819
558	8459	21807
559	8476	21795
560	8492	21782
561	8505	21763
562	8518	21741
563	8532	21724
564	8546	21705
565	8559	21686
566	8573	21667
567	8588	21652
568	8605	21643
569	8620	21626
570	8635	21612
571	8653	21603
572	8666	21582
573	8680	21565
574	8697	21555
575	8711	21537
576	8726	21520
577	8740	21502
578	8752	21480
579	8766	21461
580	8780	21443
581	8795	21429
582	8810	21415
583	8826	21402
584	8843	21391
585	8858	21374
586	8872	21358
587	8890	21349
588	8906	21335
589	8921	21321
590	8935	21303
591	8948	21282
592	8962	21265
593	8975	21246
594	8990	21230
595	9007	21218
596	9021	21201
597	9036	21186
598	9054	21177
599	9068	21159
600	9081	21139
601	9096	21125
602	9114	21114
603	9129	21100
604	9146	21090
605	9161	21073
606	9174	21054
607	9187	21035
608	9204	21024
609	9217	21003
610	9231	20986
611	9244	20967
612	9261	20955
613	9278	20944
614	9293	20928
615	9310	20918
616	9324	20901
617	9338	20882
618	9351	20862
619	9365	20845
620	9381	20832
621	9399	20823
622	9412	20805
623	9428	20790
624	9446	20781
625	9459	20761
626	9472	20743
627	9485	20723
628	9503	20714
629	9518	20699
630	9533	20684
631	9550	20671
632	9563	20653
633	9576	20634
634	9593	20622
635	9609	20608
636	9624	20594
637	9641	20582
638	9655	20564
639	9668	20545
640	9681	20526
641	9695	20509
642	9709	20491
643	9726	20480
644	9743	20469
645	9757	20451
646	9772	20435
647	9786	20418
648	9802	20405
649	9818	20392
650	9834	20379
651	9850	20365
652	9865	20350
653	9878	20331
654	9896	20320
655	9911	20305
656	9926	20290
657	9943	20278
658	9954	20256
659	9968	20239
660	9982	20220
661	9997	20206
662	10013	20192
663	10029	20178
664	10046	20167
665	10059	20149
666	10072	20129
667	10086	20112
668	10101	20096
669	10114	20077
670	10128	20061
671	10141	20041
672	10154	20021
673	10168	20005
674	10182	19987
675	10198	19974
676	10214	19961
677	10229	19946
678	10245	19933
679	10259	19915
680	10273	19898
681	10286	19878
682	10303	19867
683	10318	19853
684	10333	19837
685	10349	19823
686	10363	19806
687	10375	19786
688	10391	19773
689	10407	19759
690	10422	19743
691	10439	19733
692	10452	19713
693	10466	19696
694	10480	19679
695	10493	19659
696	10508	19644
697	10526	19635
698	10541	19620
699	10558	19609
700	10574	19594
701	10588	19578
702	10605	19567
703	10618	19548
704	10632	19531
705	10646	19513
706	10660	19496
707	10674	19478
708	10689	19463
709	10706	19451
710	10718	19432
711	10736	19422
712	10751	19407
713	10765	19389
714	10779	19373
715	10793	19355
716	10809	19343
717	10825	19329
718	10840	19313
719	10855	19298
720	10870	19284
721	10886	19269
722	10903	19258
723	10918	19243
724	10934	19228
725	10950	19215
726	10962	19195
727	10975	19176
728	10989	19159
729	11005	19146
730	11022	19134
731	11036	19118
732	11052	19105
733	11065	19085
734	11078	19067
735	11094	19052
736	11109	19038
737	11122	19020
738	11135	19001
739	11148	18982
740	11161	18964
741	11174	18945
742	11189	18930
743	11207	18920
744	11221	18903
745	11235	18887
746	11252	18874
747	11267	18860
748	11281	18842
749	11296	18827
750	11314	18817
751	11328	18799
752	11344	18787
753	11359	18771
754	11371	18751
755	11385	18735
756	11402	18723
757	11415	18705
758	11430	18689
759	11443	18670
760	11458	18656
761	11475	18643
762	11487	18623
763	11504	18611
764	11520	18597
765	11534	18582
766	11550	18567
767	11563	18550
768	11579	18536
769	11594	18521
770	11612	18510
771	11627	18496
772	11643	18481
773	11659	18468
774	11672	18450
775	11684	18430
776	11702	18419
777	11718	18406
778	11735	18394
779	11751	18380
780	11765	18363
781	11778	18346
782	11793	18330
783	11811	18319
784	11827	18305
785	11841	18289
786	11856	18273
787	11868	18253
788	11882	18238
789	11896	18221
790	11910	18204
791	11926	18191
792	11942	18177
793	11958	18163
794	11975	18150
795	11987	18131
796	12004	18119
797	12020	18105
798	12035	18091
799	12051	18077
800	12065	18061
801	12080	18045
802	12094	18028
803	12111	18016
804	12125	18000
805	12141	17986
806	12157	17972
807	12170	17953
808	12183	17937
809	12196	17917
810	12210	17901
811	12227	17890
812	12244	17877
813	12258	17860
814	12270	17840
815	12283	17823
816	12300	17810
817	12316	17797
818	12330	17780
819	12343	17762
820	12359	17748
821	12372	17730
822	12388	17716
823	12406	17705
824	12419	17688
825	12435	17674
826	12451	17660
827	12466	17645
828	12483	17632
829	12497	17617
830	12514	17604
831	12529	17589
832	12543	17573
833	12560	17560
834	12574	17544
835	12587	17525
836	12603	17513
837	12620	17500
838	12634	17483
839	12652	17471
840	12665	17454
841	12678	17436
842	12691	17418
843	12708	17406
844	12724	17392
845	12739	17377
846	12755	17364
847	12769	17347
848	12783	17330
849	12797	17314
850	12811	17297
851	12829	17286
852	12843	17270
853	12856	17252
854	12869	17234
855	12883	17218
856	12896	17200
857	12909	17182
858	12928	17172
859	12942	17156
860	12959	17143
861	12974	17128
862	12986	17109
863	13001	17094
864	13020	17084
865	13033	17067
866	13051	17055
867	13067	17042
868	13080	17023
869	13092	17005
870	13111	16994
871	13124	16977
872	13139	16962
873	13154	16947
874	13166	16928
875	13178	16909
876	13192	16893
877	13206	16876
878	13219	16859
879	13233	16842
880	13249	16829
881	13265	16815
882	13278	16797
883	13293	16782
884	13309	16768
885	13326	16755
886	13338	16737
887	13355	16724
888	13371	16710
889	13384	16693
890	13400	16679
891	13418	16667
892	13431	16649
893	13445	16633
894	13459	16617
895	13472	16599
896	13485	16582
897	13499	16565
898	13511	16547
899	13524	16530
900	13539	16514
901	13556	16501
902	13570	16485
903	13584	16470
904	13598	16453
905	13611	16435
906	13624	16418
907	13638	16402
908	13656	16391
909	13670	16374
910	13684	16358
911	13696	16340
912	13712	16326
913	13730	16314
914	13743	16296
915	13760	16284
916	13776	16270
917	13789	16253
918	13804	16237
919	13820	16224
920	13834	16207
921	13848	16191
922	13864	16177
923	13877	16159
924	13890	16143
925	13908	16131
926	13923	16116
927	13939	16102
928	13955	16088
929	13967	16070
930	13981	16054
931	13993	16035
932	14008	16020
933	14026	16008
934	14041	15993
935	14059	15982
936	14073	15965
937	14087	15949
938	14100	15932
939	14116	15918
940	14133	15905
941	14147	15890
942	14167	15879
943	14179	15861
944	14194	15846
945	14209	15831
946	14222	15814
947	14237	15799
948	14254	15786
949	14267	15769
950	14282	15753
951	14296	15738
952	14311	15723
953	14327	15709
954	14340	15692
955	14358	15679
956	14372	15664
957	14386	15647
958	14401	15632
959	14418	15620
960	14432	15603
961	14448	15590
962	14463	15575
963	14476	15558
964	14490	15541
965	14503	15524
966	14517	15508
967	14530	15491
968	14544	15475
969	14559	15459
970	14571	15442
971	14585	15426
972	14598	15408
973	14611	15391
974	14622	15372
975	14638	15358
976	14656	15346
977	14669	15329
978	14681	15311
979	14695	15294
980	14710	15280
981	14726	15266
982	14740	15250
983	14756	15236
984	14770	15220
985	14783	15203
986	14796	15185
987	14808	15168
988	14826	15156
989	14841	15141
990	14854	15124
991	14869	15108
992	14885	15095
993	14898	15078
994	14913	15063
995	14929	15049
996	14943	15033
997	14956	15016
998	14969	14999
999	14983	14983
1000	14997	14967
1001	15010	14950
1002	15026	14936
1003	15043	14923
1004	15057	14907
1005	15070	14890
1006	15084	14874
1007	15098	14859
1008	15115	14845
1009	15132	14832
1010	15147	14817
1011	15165	14805
1012	15179	14790
1013	15192	14772
1014	15205	14756
1015	15221	14742
1016	15238	14728
1017	15251	14712
1018	15264	14695
1019	15276	14677
1020	15288	14659
1021	15302	14643
1022	15317	14628
1023	15333	14614
1024	15348	14599
1025	15362	14583
1026	15375	14566
1027	15388	14550
1028	15402	14534
1029	15418	14520
1030	15433	14505
1031	15446	14488
1032	15464	14476
1033	15478	14460
1034	15492	14444
1035	15506	14428
1036	15521	14413
1037	15537	14400
1038	15552	14385
1039	15570	14372
1040	15585	14358
1041	15600	14342
1042	15615	14327
1043	15632	14314
1044	15645	14298
1045	15663	14285
1046	15678	14270
1047	15692	14254
1048	15704	14237
1049	15718	14221
1050	15735	14208
1051	15750	14193
1052	15764	14177
1053	15777	14160
1054	15791	14145
1055	15804	14128
1056	15819	14113
1057	15835	14099
1058	15851	14085
1059	15864	14068
1060	15881	14055
1061	15894	14038
1062	15906	14021
1063	15922	14006
1064	15938	13992
1065	15949	13974
1066	15963	13958
1067	15979	13944
1068	15995	13930
1069	16008	13913
1070	16021	13896
1071	16038	13884
1072	16053	13869
1073	16065	13851
1074	16079	13836
1075	16093	13819
1076	16107	13804
1077	16119	13786
1078	16133	13771
1079	16145	13753
1080	16159	13737
1081	16171	13720
1082	16189	13708
1083	16205	13693
1084	16218	13677
1085	16231	13660
1086	16245	13644
1087	16258	13628
1088	16270	13610
1089	16282	13593
1090	16295	13577
1091	16309	13561
1092	16323	13545
1093	16337	13529
1094	16351	13514
1095	16367	13500
1096	16383	13486
1097	16397	13470
1098	16412	13455
1099	16428	13441
1100	16445	13428
1101	16460	13412
1102	16474	13397
1103	16487	13381
1104	16501	13365
1105	16514	13348
1106	16527	13332
1107	16543	13318
1108	16559	13304
1109	16574	13289
1110	16589	13274
1111	16606	13261
1112	16618	13244
1113	16635	13230
1114	16649	13215
1115	16664	13200
1116	16680	13186
1117	16695	13171
1118	16708	13154
1119	16721	13138
1120	16737	13123
1121	16751	13108
1122	16768	13095
1123	16785	13081
1124	16800	13067
1125	16814	13051
1126	16827	13035
1127	16843	13020
1128	16859	13007
1129	16875	12992
1130	16893	12980
1131	16911	12967
1132	16926	12952
1133	16942	12938
1134	16958	12924
1135	16970	12907
1136	16987	12893
1137	17002	12878
1138	17016	12863
1139	17030	12847
1140	17043	12831
1141	17058	12815
1142	17072	12800
1143	17087	12785
1144	17103	12771
1145	17116	12755
1146	17128	12738
1147	17141	12721
1148	17154	12705
1149	17172	12692
1150	17185	12676
1151	17197	12659
1152	17213	12645
1153	17230	12631
1154	17245	12617
1155	17263	12603
1156	17277	12588
1157	17294	12575
1158	17309	12560
1159	17322	12543
1160	17337	12529
1161	17355	12516
1162	17368	12499
1163	17385	12486
1164	17400	12471
1165	17414	12456
1166	17426	12439
1167	17441	12423
1168	17457	12410
1169	17473	12395
1170	17488	12380
1171	17505	12367
1172	17518	12351
1173	17533	12335
1174	17551	12323
1175	17565	12307
1176	17581	12293
1177	17597	12279
1178	17610	12263
1179	17623	12246
1180	17637	12230
1181	17652	12216
1182	17669	12202
1183	17681	12186
1184	17694	12169
1185	17710	12155
1186	17726	12141
1187	17739	12125
1188	17752	12109
1189	17770	12095
1190	17784	12080
1191	17797	12064
1192	17810	12047
1193	17822	12030
1194	17835	12014
1195	17851	12000
1196	17867	11986
1197	17881	11970
1198	17898	11957
1199	17912	11941
1200	17925	11925
1201	17937	11908
1202	17954	11894
1203	17970	11881
1204	17984	11865
1205	18001	11851
1206	18015	11836
1207	18029	11820
1208	18045	11806
1209	18062	11792
1210	18075	11776
1211	18093	11763
1212	18108	11748
1213	18121	11732
1214	18138	11719
1215	18155	11705
1216	18168	11689
1217	18182	11673
1218	18197	11658
1219	18210	11642
1220	18224	11627
1221	18238	11611
1222	18253	11596
1223	18270	11583
1224	18285	11568
1225	18303	11555
1226	18318	11540
1227	18331	11524
1228	18343	11507
1229	18356	11491
1230	18373	11477
1231	18389	11463
1232	18403	11448
1233	18421	11434
1234	18435	11419
1235	18448	11403
1236	18464	11389
1237	18481	11375
1238	18494	11359
1239	18507	11343
1240	18520	11327
1241	18534	11311
1242	18548	11296
1243	18564	11282
1244	18580	11267
1245	18594	11252
1246	18612	11239
1247	18623	11221
1248	18636	11205
1249	18651	11191
1250	18668	11177
1251	18681	11161
1252	18699	11148
1253	18714	11132
1254	18727	11117
1255	18740	11101
1256	18753	11085
1257	18771	11071
1258	18786	11057
1259	18800	11041
1260	18814	11026
1261	18829	11011
1262	18842	10994
1263	18853	10978
1264	18871	10964
1265	18885	10949
1266	18900	10934
1267	18917	10920
1268	18930	10905
1269	18943	10888
1270	18960	10874
1271	18975	10860
1272	18989	10844
1273	19006	10830
1274	19019	10814
1275	19033	10799
1276	19046	10783
1277	19061	10768
1278	19077	10754
1279	19090	10738
1280	19103	10722
1281	19116	10706
1282	19129	10690
1283	19142	10674
1284	19155	10658
1285	19173	10645
1286	19187	10629
1287	19202	10615
1288	19217	10600
1289	19231	10584
1290	19244	10568
1291	19260	10554
1292	19276	10540
1293	19289	10524
1294	19303	10508
1295	19317	10493
1296	19330	10477
1297	19342	10461
1298	19358	10446
1299	19374	10432
1300	19388	10416
1301	19406	10403
1302	19420	10388
1303	19433	10372
1304	19446	10356
1305	19461	10341
1306	19479	10328
1307	19493	10312
1308	19509	10298
1309	19525	10284
1310	19539	10268
1311	19553	10253
1312	19570	10239
1313	19584	10224
1314	19598	10209
1315	19616	10195
1316	19630	10180
1317	19644	10164
1318	19660	10150
1319	19674	10135
1320	19690	10121
1321	19707	10107
1322	19722	10092
1323	19739	10078
1324	19753	10063
1325	19766	10047
1326	19782	10032
1327	19798	10018
1328	19813	10003
1329	19831	9990
1330	19844	9974
1331	19857	9958
1332	19873	9944
1333	19890	9930
1334	19902	9914
1335	19917	9899
1336	19936	9885
1337	19949	9870
1338	19961	9854
1339	19978	9840
1340	19995	9826
1341	20008	9810
1342	20025	9796
1343	20040	9781
1344	20054	9766
1345	20067	9750
1346	20082	9735
1347	20099	9721
1348	20112	9706
1349	20128	9691
1350	20141	9675
1351	20155	9660
1352	20173	9646
1353	20186	9631
1354	20203	9617
1355	20219	9602
1356	20233	9587
1357	20246	9571
1358	20262	9557
1359	20279	9543
1360	20292	9527
1361	20309	9513
1362	20325	9498
1363	20338	9483
1364	20350	9467
1365	20363	9451
1366	20376	9435
1367	20389	9419
1368	20404	9404
1369	20421	9391
1370	20434	9375
1371	20448	9359
1372	20465	9345
1373	20481	9331
1374	20495	9316
1375	20507	9299
1376	20520	9284
1377	20533	9268
1378	20545	9252
1379	20560	9237
1380	20577	9223
1381	20592	9208
1382	20610	9195
1383	20624	9179
1384	20636	9163
1385	20648	9147
1386	20663	9132
1387	20681	9118
1388	20695	9103
1389	20710	9088
1390	20725	9074
1391	20739	9058
1392	20752	9042
1393	20769	9028
1394	20783	9013
1395	20798	8998
1396	20814	8984
1397	20828	8968
1398	20841	8953
1399	20854	8937
1400	20871	8923
1401	20888	8909
1402	20902	8894
1403	20920	8880
1404	20932	8864
1405	20945	8848
1406	20960	8834
1407	20977	8820
1408	20990	8804
1409	21007	8790
1410	21022	8775
1411	21036	8760
1412	21049	8744
1413	21065	8730
1414	21083	8716
1415	21096	8700
1416	21112	8686
1417	21126	8671
1418	21138	8654
1419	21152	8639
1420	21165	8623
1421	21177	8608
1422	21190	8592
1423	21206	8577
1424	21223	8563
1425	21236	8548
1426	21250	8533
1427	21267	8518
1428	21282	8504
1429	21296	8488
1430	21311	8473
1431	21327	8459
1432	21340	8443
1433	21353	8428
1434	21366	8412
1435	21379	8397
1436	21393	8381
1437	21410	8367
1438	21426	8353
1439	21439	8337
1440	21454	8322
1441	21471	8308
1442	21483	8292
1443	21500	8278
1444	21514	8263
1445	21531	8249
1446	21547	8234
1447	21562	8219
1448	21579	8206
1449	21594	8190
1450	21610	8176
1451	21626	8162
1452	21640	8146
1453	21653	8131
1454	21665	8115
1455	21682	8100
1456	21696	8085
1457	21710	8070
1458	21728	8056
1459	21742	8041
1460	21755	8026
1461	21771	8011
1462	21786	7996
1463	21801	7981
1464	21819	7968
1465	21832	7952
1466	21846	7937
1467	21858	7921
1468	21872	7906
1469	21887	7891
1470	21903	7876
1471	21917	7861
1472	21934	7847
1473	21949	7832
1474	21964	7817
1475	21980	7803
1476	21994	7788
1477	22007	7772
1478	22022	7757
1479	22038	7743
1480	22051	7727
1481	22066	7712
1482	22083	7698
1483	22095	7682
1484	22110	7667
1485	22124	7652
1486	22140	7638
1487	22154	7622
1488	22166	7607
1489	22182	7592
1490	22198	7578
1491	22212	7562
1492	22226	7547
1493	22238	7532
1494	22251	7516
1495	22265	7501
1496	22280	7486
1497	22296	7471
1498	22313	7457
1499	22327	7442
1500	22343	7427
1501	22357	7412
1502	22371	7397
1503	22388	7383
1504	22402	7368
1505	22416	7352
1506	22430	7337
1507	22443	7322
1508	22457	7307
1509	22469	7291
1510	22486	7277
1511	22501	7262
1512	22518	7248
1513	22533	7233
1514	22546	7217
1515	22557	7201
1516	22570	7186
1517	22584	7170
1518	22599	7156
1519	22616	7142
1520	22630	7126
1521	22642	7111
1522	22655	7095
1523	22671	7081
1524	22687	7066
1525	22703	7052
1526	22721	7038
1527	22736	7023
1528	22750	7008
1529	22764	6993
1530	22776	6977
1531	22789	6961
1532	22801	6946
1533	22818	6931
1534	22833	6916
1535	22845	6901
1536	22857	6885
1537	22873	6871
1538	22891	6856
1539	22903	6841
1540	22920	6826
1541	22937	6812
1542	22951	6797
1543	22962	6781
1544	22979	6767
1545	22992	6752
1546	23007	6737
1547	23024	6722
1548	23036	6707
1549	23047	6691
1550	23061	6676
1551	23075	6661
1552	23093	6647
1553	23107	6631
1554	23122	6617
1555	23140	6603
1556	23154	6588
1557	23167	6572
1558	23181	6557
1559	23199	6543
1560	23215	6528
1561	23229	6513
1562	23242	6498
1563	23255	6483
1564	23270	6468
1565	23283	6452
1566	23301	6438
1567	23314	6423
1568	23331	6409
1569	23347	6394
1570	23359	6378
1571	23377	6364
1572	23391	6349
1573	23406	6334
1574	23419	6319
1575	23433	6304
1576	23445	6288
1577	23461	6274
1578	23476	6259
1579	23491	6244
1580	23508	6230
1581	23522	6215
1582	23540	6201
1583	23555	6186
1584	23568	6170
1585	23584	6156
1586	23601	6142
1587	23614	6126
1588	23627	6111
1589	23645	6097
1590	23660	6082
1591	23673	6067
1592	23687	6051
1593	23705	6037
1594	23719	6022
1595	23733	6007
1596	23748	5992
1597	23761	5977
1598	23773	5962
1599	23787	5946
1600	23804	5932
1601	23819	5917
1602	23834	5902
1603	23851	5888
1604	23864	5873
1605	23877	5857
1606	23893	5843
1607	23908	5828
1608	23920	5812
1609	23934	5797
1610	23947	5782
1611	23960	5767
1612	23973	5751
1613	23988	5737
1614	24003	5722
1615	24017	5707
1616	24034	5692
1617	24049	5678
1618	24061	5662
1619	24073	5646
1620	24087	5631
1621	24104	5617
1622	24119	5602
1623	24135	5587
1624	24151	5573
1625	24164	5558
1626	24177	5542
1627	24195	5528
1628	24211	5514
1629	24224	5498
1630	24237	5483
1631	24251	5468
1632	24265	5453
1633	24278	5438
1634	24295	5423
1635	24310	5408
1636	24325	5394
1637	24341	5379
1638	24352	5363
1639	24366	5348
1640	24380	5333
1641	24394	5318
1642	24410	5304
1643	24424	5289
1644	24441	5274
1645	24457	5260
1646	24470	5244
1647	24485	5229
1648	24502	5215
1649	24516	5200
1650	24533	5185
1651	24548	5171
1652	24562	5156
1653	24575	5140
1654	24588	5125
1655	24606	5111
1656	24619	5096
1657	24634	5081
1658	24650	5066
1659	24663	5051
1660	24677	5036
1661	24695	5022
1662	24710	5007
1663	24726	4992
1664	24742	4978
1665	24754	4962
1666	24767	4947
1667	24780	4932
1668	24794	4917
1669	24808	4902
