iter	RMSE
725	0.7420763733
726	0.7420135893
727	0.7419283363
728	0.7418595372
729	0.7417981391
730	0.7417249392
731	0.7416546113
732	0.741595233
733	0.7415390105
734	0.7414801498
735	0.7414152781
736	0.7413665591
737	0.7413003426
738	0.7412305717
739	0.7411672944
740	0.7411076662
741	0.7410496849
742	0.7409918044
743	0.7409220747
744	0.7408527252
745	0.7407770414
746	0.7407079595
747	0.7406138712
748	0.7405293011
749	0.7404690588
750	0.7404035358
751	0.7403425798
752	0.7402651904
753	0.740195146
754	0.740138008
755	0.7400861436
756	0.7400352962
757	0.7399743098
758	0.7398927639
759	0.7398410232
760	0.7397402416
761	0.7396778578
762	0.7396300455
763	0.739573568
764	0.739509656
765	0.7394495771
766	0.7393951286
767	0.739334019
768	0.7392564536
769	0.7391813462
770	0.7391168012
771	0.7390400939
772	0.738981316
773	0.7389207008
774	0.7388530667
775	0.7387890571
776	0.7387129855
777	0.7386527714
778	0.73857725
779	0.7385088791
780	0.7384386329
781	0.7383445024
782	0.7382789671
783	0.7382054536
784	0.7381386359
785	0.7380658846
786	0.7379921381
787	0.7379372997
788	0.737877234
789	0.7378057982
790	0.7377458277
791	0.7376812277
792	0.7376069132
793	0.7375377462
794	0.7374719981
795	0.7374126361
796	0.7373605094
797	0.7372882464
798	0.7372309891
799	0.7371640831
800	0.73709438
801	0.7370221263
802	0.7369601838
803	0.7368967165
804	0.7368349049
805	0.7367644284
806	0.736699707
807	0.7366433231
808	0.7365787325
809	0.7365202532
810	0.7364594708
811	0.7364076303
812	0.7363537703
813	0.7362845917
814	0.7362322083
815	0.7361791491
816	0.7360979257
817	0.7360382406
818	0.7359620263
819	0.7359099031
820	0.735839798
821	0.7357836667
822	0.7357211244
823	0.735661515
824	0.7356075649
825	0.7355497519
826	0.7354889955
827	0.7354262865
828	0.7353679989
829	0.7352892713
830	0.7352276079
831	0.735171359
832	0.7351148224
833	0.7350658984
834	0.7349852606
835	0.7349338476
836	0.7348725797
837	0.7348101725
838	0.7347523676
839	0.7346988825
840	0.7346291227
841	0.7345552793
842	0.7344943343
843	0.7344216829
844	0.7343692376
845	0.7343080998
846	0.7342494751
847	0.7341830778
848	0.7341157166
849	0.7340504779
850	0.7340030086
851	0.7339230347
852	0.733857353
853	0.7337969888
854	0.7337470542
855	0.7336772394
856	0.733622824
857	0.7335977625
858	0.7335319097
859	0.7334703826
860	0.7334163779
861	0.7333627598
862	0.7333083566
863	0.7332514277
864	0.7331866094
865	0.7331366687
866	0.7330860852
867	0.733019547
868	0.7329767717
869	0.7329309739
870	0.7328654165
871	0.7328158804
872	0.7327767893
873	0.7327203167
874	0.732670522
875	0.7326236386
876	0.7325543211
877	0.7324862769
878	0.7324281464
879	0.7323650331
880	0.7322988561
881	0.7322330998
882	0.7321785415
883	0.7321101423
884	0.7320453296
885	0.7319879467
886	0.7319365367
887	0.731868613
888	0.7318094014
889	0.7317531033
890	0.7316792188
891	0.7316166104
892	0.7315575564
893	0.7314912351
894	0.731435411
895	0.7313815053
896	0.7313348241
897	0.7312762816
898	0.7312338673
899	0.7311696893
900	0.7311110623
901	0.7310546035
902	0.7310032347
903	0.7309378607
904	0.7308816024
905	0.7308325732
906	0.7307749525
907	0.7307192162
908	0.7306535673
909	0.7305954335
910	0.7305273851
911	0.7304696335
912	0.7304037482
913	0.7303522267
914	0.7302875433
915	0.7302398293
916	0.7301873333
917	0.7301240976
918	0.7300743398
919	0.7300134131
920	0.7299507332
921	0.7298849438
922	0.729826285
923	0.7297752222
924	0.7297105234
925	0.7296350757
926	0.7295601557
927	0.7295001142
928	0.7294474578
929	0.7294056156
930	0.729346454
931	0.7292966789
932	0.7292442935
933	0.729174619
934	0.7291111526
935	0.729045859
936	0.7289960991
937	0.728909145
938	0.7288658427
939	0.7288060299
940	0.7287355273
941	0.7286722729
942	0.7286027939
943	0.7285505373
944	0.728488375
945	0.7284336792
946	0.7283870237
947	0.7283106881
948	0.7282547631
949	0.7282087398
950	0.7281419705
951	0.728074265
952	0.7280256191
953	0.7279786512
954	0.7279073172
955	0.7278448853
956	0.7277949359
957	0.7277453767
958	0.7276889073
959	0.7276393767
960	0.7275887331
961	0.727522587
962	0.7274664941
963	0.7274049551
964	0.7273533286
965	0.72728512
966	0.7272247117
967	0.7271669842
968	0.7271140872
969	0.7270577479
970	0.7270097145
971	0.7269456651
972	0.7268871631
973	0.7268311645
974	0.7267922173
975	0.7267232036
976	0.7266580538
977	0.7266032202
978	0.7265583109
979	0.7264976629
980	0.7264389097
981	0.7263883259
982	0.7263203494
983	0.7262815182
984	0.7262329315
985	0.7261934502
986	0.7261369677
987	0.7260856455
988	0.7260354675
989	0.7259919579
990	0.7259283209
991	0.725878706
992	0.7258266121
993	0.7257718234
994	0.7256991959
995	0.7256384402
996	0.7255880517
997	0.7255366548
998	0.7254809109
999	0.72542825
1000	0.7253719592
1001	0.7253204751
1002	0.7252540862
1003	0.7251867935
1004	0.7251219366
1005	0.7250764687
1006	0.7250172412
1007	0.7249590146
1008	0.7248844017
1009	0.724811362
1010	0.7247379914
1011	0.7246875764
1012	0.7246216326
1013	0.7245675434
1014	0.7245040689
1015	0.7244351607
1016	0.724382927
1017	0.7243270943
1018	0.7242678775
1019	0.7242217806
1020	0.7241794207
1021	0.7241233925
1022	0.7240709924
1023	0.7240365365
1024	0.7239874754
1025	0.7239300294
1026	0.7238914657
1027	0.7238312778
1028	0.723770833
1029	0.7237234451
1030	0.7236636391
1031	0.7236025325
1032	0.7235470354
1033	0.7235028003
1034	0.7234412122
1035	0.7233896267
1036	0.7233433299
1037	0.7232935017
1038	0.723219149
1039	0.7231543677
1040	0.7231049227
1041	0.7230510442
1042	0.7229843028
1043	0.7229305594
1044	0.7228682741
1045	0.7228173323
1046	0.7227590726
1047	0.7227027902
1048	0.7226628997
1049	0.7226244486
1050	0.7225614521
1051	0.7225051182
1052	0.7224542229
1053	0.7224122279
1054	0.7223408129
1055	0.7222918529
1056	0.7222394282
1057	0.7222047407
1058	0.7221472611
1059	0.722107953
1060	0.7220547936
1061	0.7220089161
1062	0.7219607272
1063	0.7219161063
1064	0.721863979
1065	0.7218183419
1066	0.7217621304
1067	0.721710425
1068	0.7216690724
1069	0.721615231
1070	0.7215614218
1071	0.7215056234
1072	0.7214475105
1073	0.7213995368
1074	0.7213360723
1075	0.7212837225
1076	0.7212187313
1077	0.7211787588
1078	0.7210959541
1079	0.721052327
1080	0.7209916493
1081	0.7209407555
1082	0.7208743606
1083	0.7208224469
1084	0.7207678559
1085	0.7207176328
1086	0.720662022
1087	0.7206098401
1088	0.7205631117
1089	0.7205223438
1090	0.7204781037
1091	0.7204323066
1092	0.720371685
1093	0.720328701
1094	0.7202663714
1095	0.7202168004
1096	0.7201650563
1097	0.7200994217
1098	0.7200509241
1099	0.7199901981
1100	0.7199475531
1101	0.7198909423
1102	0.7198246676
1103	0.7197665275
1104	0.7197165964
1105	0.7196530197
1106	0.7195983761
1107	0.7195382996
1108	0.7195004778
1109	0.719448103
1110	0.7193950366
1111	0.7193362826
1112	0.7192900869
1113	0.7192378417
1114	0.7191862806
1115	0.7191313119
1116	0.7190864068
1117	0.7190320099
1118	0.7189756168
1119	0.718920487
1120	0.7188473847
1121	0.7187941291
1122	0.7187211226
1123	0.7186473115
1124	0.7185947658
1125	0.7185392082
1126	0.7184825952
1127	0.7184251802
1128	0.7183753009
1129	0.7183138169
1130	0.7182664678
1131	0.7182168312
1132	0.7181667924
1133	0.7181119632
1134	0.7180629325
1135	0.7180120487
1136	0.7179644983
1137	0.7179198467
1138	0.7178614072
1139	0.7177935665
1140	0.7177517706
1141	0.7176997036
1142	0.7176451653
1143	0.7175930907
1144	0.7175440245
1145	0.7174970964
1146	0.7174610544
1147	0.7174054816
1148	0.7173730288
1149	0.7173018382
1150	0.717262192
1151	0.7172104163
1152	0.7171605614
1153	0.7171041664
1154	0.7170375615
1155	0.716986496
1156	0.7169195896
1157	0.7168738557
1158	0.7168327327
1159	0.716792225
1160	0.7167443756
1161	0.7166763202
1162	0.7166251926
1163	0.7165728257
1164	0.7165278693
1165	0.7164635008
1166	0.7164205004
1167	0.7163530321
1168	0.7163083891
1169	0.7162539994
1170	0.7161849883
1171	0.7161282619
1172	0.7160653485
1173	0.7160043572
1174	0.7159508901
1175	0.7159017842
1176	0.7158357586
1177	0.7157661979
1178	0.715703944
1179	0.7156453236
1180	0.715596597
1181	0.7155501234
1182	0.7155058671
1183	0.7154488684
1184	0.7153967795
1185	0.7153573553
1186	0.7153091188
1187	0.715258476
1188	0.7152076476
1189	0.7151659918
1190	0.7151064897
1191	0.7150508796
1192	0.7149949738
1193	0.7149594613
1194	0.7149088301
1195	0.7148584869
1196	0.7148101802
1197	0.7147538912
1198	0.7147082738
1199	0.7146542725
1200	0.7146115276
1201	0.7145746477
1202	0.7145175383
1203	0.7144524783
1204	0.7143994418
1205	0.7143522343
1206	0.7143085234
1207	0.7142554398
1208	0.7142039202
1209	0.7141496984
1210	0.7140980617
1211	0.7140485365
1212	0.7139946676
1213	0.713942582
1214	0.7138501827
1215	0.7137987067
1216	0.7137374488
1217	0.7136972762
1218	0.713627361
1219	0.7135737888
1220	0.7135100662
1221	0.7134490755
1222	0.7133930076
1223	0.7133447843
1224	0.7132929068
1225	0.7132251427
1226	0.7131764698
1227	0.7131393696
1228	0.7130932472
1229	0.7130496053
1230	0.7129975602
1231	0.7129435754
1232	0.7128860065
1233	0.7128296752
1234	0.7127702704
1235	0.7127233568
1236	0.7126554655
1237	0.7125872388
1238	0.7125419578
1239	0.7124871709
1240	0.7124308446
1241	0.7123751353
1242	0.712323114
1243	0.7122580364
1244	0.7122135389
1245	0.7121660767
1246	0.7121134185
1247	0.7120842354
1248	0.7120425432
1249	0.7119880836
1250	0.7119354123
1251	0.7118771766
1252	0.7118252653
1253	0.7117779602
1254	0.7117216509
1255	0.7116771198
1256	0.7116407099
1257	0.7115849753
1258	0.711525613
1259	0.7114686249
1260	0.7114047869
1261	0.7113441648
1262	0.7112986217
1263	0.7111975303
1264	0.7111423102
1265	0.7110865
1266	0.7110458113
1267	0.7110003223
1268	0.7109507645
1269	0.7109032913
1270	0.7108594417
1271	0.7108078224
1272	0.7107598633
1273	0.7107151621
1274	0.7106755149
1275	0.7106235525
1276	0.7105722093
1277	0.7105298786
1278	0.7104845398
1279	0.7104375852
1280	0.7103963096
1281	0.7103455732
1282	0.7103056487
1283	0.7102604423
1284	0.7102134729
1285	0.7101603399
1286	0.7101174345
1287	0.7100619471
1288	0.7100119937
1289	0.7099547007
1290	0.7098927076
1291	0.7098490523
1292	0.7098015788
1293	0.7097539186
1294	0.7096998705
1295	0.7096483871
1296	0.7096003864
1297	0.7095601631
1298	0.7095127436
1299	0.7094712673
1300	0.7094239888
1301	0.709369218
1302	0.7093229974
1303	0.709274277
1304	0.709224158
1305	0.709179874
1306	0.7091275817
1307	0.7090716128
1308	0.7090250054
1309	0.7089722976
1310	0.7089102185
1311	0.7088657313
1312	0.7088130116
1313	0.7087616475
1314	0.7087182533
1315	0.7086731293
1316	0.708617933
1317	0.7085594247
1318	0.708520833
1319	0.7084835625
1320	0.7084302262
1321	0.7083786137
1322	0.7083282843
1323	0.7082876211
1324	0.7082432786
1325	0.7081908435
1326	0.708145833
1327	0.7080947883
1328	0.7080478224
1329	0.707987906
1330	0.7079354152
1331	0.7078924854
1332	0.7078387366
1333	0.7077821875
1334	0.7077335083
1335	0.7076619367
1336	0.7076110779
1337	0.7075541793
1338	0.707512441
1339	0.7074503074
1340	0.7073907454
1341	0.7073349704
1342	0.707287365
1343	0.7072339385
1344	0.707184485
1345	0.7071337391
1346	0.7070810376
1347	0.7070317944
1348	0.7069755123
1349	0.7069061848
1350	0.706848898
1351	0.7068001545
1352	0.7067515549
1353	0.7067021046
1354	0.706652577
1355	0.7065820016
1356	0.7065407587
1357	0.706494611
1358	0.7064464697
1359	0.7063983251
1360	0.7063516151
1361	0.7062978229
1362	0.7062573008
1363	0.706208369
1364	0.7061482965
1365	0.7061118228
1366	0.7060618481
1367	0.7060165175
1368	0.7059586051
1369	0.7059075497
1370	0.7058667839
1371	0.7058126596
1372	0.7057618888
1373	0.7057047674
1374	0.7056493021
1375	0.7056143895
1376	0.7055610209
1377	0.7055115239
1378	0.7054724702
1379	0.7054200507
1380	0.7053624585
1381	0.7053120985
1382	0.7052554945
1383	0.7052101489
1384	0.7051726665
1385	0.7051173809
1386	0.7050656367
1387	0.7050211655
1388	0.7049912086
1389	0.7049476562
1390	0.704887624
1391	0.7048428829
1392	0.7048079673
1393	0.7047596369
1394	0.7047190634
1395	0.7046769354
1396	0.7046305178
1397	0.7045836906
1398	0.7045268803
1399	0.7044906552
1400	0.7044358337
1401	0.704378235
1402	0.7043232198
1403	0.70427016
1404	0.7042384332
1405	0.7041924305
1406	0.7041447605
1407	0.7040904668
1408	0.7040494848
1409	0.7039950358
1410	0.7039453548
1411	0.7038859771
1412	0.7038422823
1413	0.7037959576
1414	0.703741341
1415	0.7036924192
1416	0.7036499337
1417	0.7035988218
1418	0.7035591808
1419	0.7035068408
1420	0.7034514983
1421	0.7034106642
1422	0.7033696056
1423	0.7033175107
1424	0.7032632272
1425	0.7032094209
1426	0.703165647
1427	0.7031198704
1428	0.7030618305
1429	0.7029999704
1430	0.7029518491
1431	0.7029013163
1432	0.702863933
1433	0.7028135421
1434	0.7027797486
1435	0.7027350956
1436	0.7026749486
1437	0.7026282134
1438	0.7025727646
1439	0.7025323243
1440	0.7024878409
1441	0.7024284884
1442	0.7023951583
1443	0.7023470326
1444	0.7023154414
1445	0.7022514759
1446	0.7022098674
1447	0.7021647703
1448	0.7021128827
1449	0.7020649231
1450	0.7020221536
1451	0.7019754863
1452	0.7019149402
1453	0.7018698983
1454	0.701832052
1455	0.7017845185
1456	0.7017437359
1457	0.7017031735
1458	0.7016493961
1459	0.7016046712
1460	0.7015597949
1461	0.7015125771
1462	0.7014672495
1463	0.701432797
1464	0.701381338
1465	0.7013319916
1466	0.7012798939
1467	0.7012262697
1468	0.7011780637
1469	0.7011320459
1470	0.7010884024
1471	0.7010456104
1472	0.7009948288
1473	0.7009528485
1474	0.7009056641
1475	0.7008640872
1476	0.7008217275
1477	0.7007792909
1478	0.7007371862
1479	0.7006867539
1480	0.7006495127
1481	0.7006085153
1482	0.7005604899
1483	0.7005122382
1484	0.7004505618
1485	0.7004010012
1486	0.7003653065
1487	0.7003101991
1488	0.7002616698
1489	0.7002117983
1490	0.7001709613
1491	0.7001237242
1492	0.7000794226
1493	0.7000413306
1494	0.699993936
1495	0.6999381669
1496	0.6998905792
1497	0.6998371462
1498	0.6997862025
1499	0.699744559
1500	0.6996932736
1501	0.6996601109
1502	0.6996163011
1503	0.6995797101
1504	0.6995234613
1505	0.6994800524
1506	0.6994330293
1507	0.6993884233
1508	0.6993343934
1509	0.6992885521
1510	0.6992512737
1511	0.6991922795
1512	0.6991264266
1513	0.6990821736
